date,promotion,match_type,match_card,match_event
2001-05-20,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=18"">WWF World Women's Title</a>: ","<a href=""?id=2&amp;nr=641&amp;name=Chyna"">Chyna</a> (c) defeats <a href=""?id=2&amp;nr=1071&amp;name=Lita"">Lita</a> (6:30)","<a href=""?id=1&amp;nr=2205"">WWF Judgment Day 2001</a> - Pay Per View @ Arco Arena in Sacramento, California, USA"
2001-05-05,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=193&amp;name=Bradshaw"">Bradshaw</a> defeats <a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> (3:20)","<a href=""?id=1&amp;nr=3731"">WWF Insurrextion 2001</a> - Pay Per View @ Earl's Court in London, England, UK"
2001-05-05,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=497&amp;name=Eddie+Guerrero"">Eddie Guerrero</a> defeats <a href=""?id=2&amp;nr=1037&amp;name=Grandmaster+Sexay"">Grandmaster Sexay</a> (4:30)","<a href=""?id=1&amp;nr=3731"">WWF Insurrextion 2001</a> - Pay Per View @ Earl's Court in London, England, UK"
2001-05-05,World Wrestling Entertainment,,"<a href=""?id=29&amp;nr=239&amp;name=The+Radicalz"">The Radicalz</a> (<a href=""?id=2&amp;nr=531&amp;name=Dean+Malenko"">Dean Malenko</a>, <a href=""?id=2&amp;nr=430&amp;name=Perry+Saturn"">Perry Saturn</a> &amp; <a href=""?id=2&amp;nr=261&amp;name=Terri"">Terri</a>) defeat <a href=""?id=2&amp;nr=157&amp;name=Crash"">Crash</a>, <a href=""?id=2&amp;nr=55&amp;name=Hardcore+Holly"">Hardcore Holly</a> &amp; <a href=""?id=2&amp;nr=502&amp;name=Molly+Holly"">Molly Holly</a> (5:37)","<a href=""?id=1&amp;nr=3731"">WWF Insurrextion 2001</a> - Pay Per View @ Earl's Court in London, England, UK"
2001-05-05,World Wrestling Entertainment,Best Two Out Of Three Falls: ,"<a href=""?id=2&amp;nr=574&amp;name=Chris+Benoit"">Chris Benoit</a> defeats <a href=""?id=2&amp;nr=540&amp;name=Kurt+Angle"">Kurt Angle</a> [2:0]","<a href=""?id=1&amp;nr=3731"">WWF Insurrextion 2001</a> - Pay Per View @ Earl's Court in London, England, UK"
2001-05-05,World Wrestling Entertainment,Four Way Eliminaton: ,"<a href=""?id=2&amp;nr=820&amp;name=Christian"">Christian</a> &amp; <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeat <a href=""?id=28&amp;nr=28&amp;name=The+Dudley+Boyz"">The Dudley Boyz</a> (<a href=""?id=2&amp;nr=189&amp;name=Bubba+Ray+Dudley"">Bubba Ray Dudley</a> &amp; <a href=""?id=2&amp;nr=207&amp;name=D-Von+Dudley"">D-Von Dudley</a>) and <a href=""?id=28&amp;nr=38&amp;name=The+Hardy+Boyz"">The Hardy Boyz</a> (<a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> &amp; <a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a>) and <a href=""?id=29&amp;nr=338&amp;name=The+X-Factor"">The X-Factor</a> (<a href=""?id=2&amp;nr=896&amp;name=Justin+Credible"">Justin Credible</a> &amp; <a href=""?id=2&amp;nr=1063&amp;name=X-Pac"">X-Pac</a>) (13:20)","<a href=""?id=1&amp;nr=3731"">WWF Insurrextion 2001</a> - Pay Per View @ Earl's Court in London, England, UK"
2001-05-05,World Wrestling Entertainment,Queen's Cup: ,"<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> defeats <a href=""?id=2&amp;nr=594&amp;name=William+Regal"">William Regal</a>","<a href=""?id=1&amp;nr=3731"">WWF Insurrextion 2001</a> - Pay Per View @ Earl's Court in London, England, UK"
2001-05-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWF World Heavyweight Title</a> Two On One Handicap: ","<a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> defeats <a href=""?id=2&amp;nr=635&amp;name=Steve+Austin"">Steve Austin</a> (c) &amp; <a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (17:12)","<a href=""?id=1&amp;nr=3731"">WWF Insurrextion 2001</a> - Pay Per View @ Earl's Court in London, England, UK"
2001-04-29,World Wrestling Entertainment,,"<a href=""?id=29&amp;nr=338&amp;name=The+X-Factor"">The X-Factor</a> (<a href=""?id=2&amp;nr=580&amp;name=Albert"">Albert</a>, <a href=""?id=2&amp;nr=896&amp;name=Justin+Credible"">Justin Credible</a> &amp; <a href=""?id=2&amp;nr=1063&amp;name=X-Pac"">X-Pac</a>) defeat <a href=""?id=28&amp;nr=28&amp;name=The+Dudley+Boyz"">The Dudley Boyz</a> (<a href=""?id=2&amp;nr=189&amp;name=Bubba+Ray+Dudley"">Bubba Ray Dudley</a>, <a href=""?id=2&amp;nr=207&amp;name=D-Von+Dudley"">D-Von Dudley</a> &amp; <a href=""?id=2&amp;nr=162&amp;name=Spike+Dudley"">Spike Dudley</a>) (8:00)","<a href=""?id=1&amp;nr=2201"">WWF Backlash 2001</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2001-04-29,World Wrestling Entertainment,Duchess Of Queensbury: ,"<a href=""?id=2&amp;nr=594&amp;name=William+Regal"">William Regal</a> defeats <a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> (12:34)","<a href=""?id=1&amp;nr=2201"">WWF Backlash 2001</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2001-04-29,World Wrestling Entertainment,Last Man Standing: ,"<a href=""?id=2&amp;nr=548&amp;name=Shane+McMahon"">Shane McMahon</a> defeats <a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> (11:55)","<a href=""?id=1&amp;nr=2201"">WWF Backlash 2001</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2001-04-29,World Wrestling Entertainment,Ultimate Submission: ,"<a href=""?id=2&amp;nr=574&amp;name=Chris+Benoit"">Chris Benoit</a> defeats <a href=""?id=2&amp;nr=540&amp;name=Kurt+Angle"">Kurt Angle</a> [4:3] (31:33)","<a href=""?id=1&amp;nr=2201"">WWF Backlash 2001</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2001-04-29,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=13"">WWF European Title</a> Triple Threat: ","<a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> (c) defeats <a href=""?id=2&amp;nr=820&amp;name=Christian"">Christian</a> and <a href=""?id=2&amp;nr=497&amp;name=Eddie+Guerrero"">Eddie Guerrero</a> (6:37)","<a href=""?id=1&amp;nr=2201"">WWF Backlash 2001</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2001-04-29,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=14"">WWF Hardcore Title</a>: ","<a href=""?id=2&amp;nr=410&amp;name=Rhyno"">Rhyno</a> (c) defeats <a href=""?id=2&amp;nr=570&amp;name=Raven"">Raven</a> (8:11)","<a href=""?id=1&amp;nr=2201"">WWF Backlash 2001</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2001-04-29,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWF World Heavyweight Title</a>  / <a href=""?id=5&amp;nr=16"">WWF Intercontinental Title</a>  / <a href=""?id=5&amp;nr=60"">WWF World Tag Team Title</a>: ","<a href=""?id=28&amp;nr=971&amp;name=The+Two+Man+Power-Trip"">The Two Man Power-Trip</a> (<a href=""?id=2&amp;nr=635&amp;name=Steve+Austin"">Steve Austin</a> (c) [World] &amp; <a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (c) [IC]) defeat <a href=""?id=28&amp;nr=197&amp;name=The+Brothers+Of+Destruction"">The Brothers Of Destruction</a> (<a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> &amp; <a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a>) (c) [Tag Team] (25:02) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2201"">WWF Backlash 2001</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2001-04-01,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=540&amp;name=Kurt+Angle"">Kurt Angle</a> defeats <a href=""?id=2&amp;nr=574&amp;name=Chris+Benoit"">Chris Benoit</a> (14:10)","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=446&amp;name=Tazz"">Tazz</a> &amp; <a href=""?id=28&amp;nr=10&amp;name=The+APA"">The APA</a> (<a href=""?id=2&amp;nr=193&amp;name=Bradshaw"">Bradshaw</a> &amp; <a href=""?id=2&amp;nr=715&amp;name=Faarooq"">Faarooq</a>) defeat <a href=""?id=29&amp;nr=253&amp;name=The+Right+To+Censor"">The Right To Censor</a> (<a href=""?id=2&amp;nr=137&amp;name=Bull+Buchanan"">Bull Buchanan</a>, <a href=""?id=2&amp;nr=901&amp;name=The+Goodfather"">The Goodfather</a> &amp; <a href=""?id=2&amp;nr=588&amp;name=Val+Venis"">Val Venis</a>) (3:56)","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> defeats <a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (18:27)","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,Gimmick Battle Royal: ,"<a href=""?id=2&amp;nr=858&amp;name=The+Iron+Sheik"">The Iron Sheik</a> defeats <a href=""?id=2&amp;nr=1927&amp;name=Brother+Love"">Brother Love</a> and <a href=""?id=2&amp;nr=1032&amp;name=Bushwhacker+Butch"">Bushwhacker Butch</a> and <a href=""?id=2&amp;nr=88&amp;name=Bushwhacker+Luke"">Bushwhacker Luke</a> and <a href=""?id=2&amp;nr=598&amp;name=Doink+++"">Doink</a> and <a href=""?id=2&amp;nr=344&amp;name=Duke+Droese"">Duke Droese</a> and <a href=""?id=2&amp;nr=339&amp;name=Earthquake"">Earthquake</a> and <a href=""?id=2&amp;nr=1335&amp;name=Hillbilly+Jim"">Hillbilly Jim</a> and <a href=""?id=2&amp;nr=837&amp;name=James+E.+Cornette"">James E. Cornette</a> and <a href=""?id=2&amp;nr=567&amp;name=Kamala"">Kamala</a> and <a href=""?id=2&amp;nr=874&amp;name=Kim+Chee"">Kim Chee</a> and <a href=""?id=2&amp;nr=720&amp;name=Michael+Hayes"">Michael Hayes</a> and <a href=""?id=2&amp;nr=1097&amp;name=Nikolai+Volkoff"">Nikolai Volkoff</a> and <a href=""?id=2&amp;nr=1069&amp;name=Repo+Man"">Repo Man</a> and <a href=""?id=2&amp;nr=587&amp;name=Sgt.+Slaughter"">Sgt. Slaughter</a> and <a href=""?id=2&amp;nr=354&amp;name=The+Gobbledy+Gooker"">The Gobbledy Gooker</a> and <a href=""?id=2&amp;nr=500&amp;name=The+Goon"">The Goon</a> and <a href=""?id=2&amp;nr=522&amp;name=The+One+Man+Gang"">The One Man Gang</a> and <a href=""?id=2&amp;nr=886&amp;name=Tugboat"">Tugboat</a> (3:50)","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,Street Fight (Special Referee: Mick Foley): ,"<a href=""?id=2&amp;nr=548&amp;name=Shane+McMahon"">Shane McMahon</a> defeats <a href=""?id=2&amp;nr=784&amp;name=Vince+McMahon"">Vince McMahon</a> (14:11)","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=13"">WWF European Title</a>: ","<a href=""?id=2&amp;nr=497&amp;name=Eddie+Guerrero"">Eddie Guerrero</a> defeats <a href=""?id=2&amp;nr=1047&amp;name=Test"">Test</a> (c) (8:32) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=14"">WWF Hardcore Title</a> Triple Threat: ","<a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> defeats <a href=""?id=2&amp;nr=570&amp;name=Raven"">Raven</a> (c) and <a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> (9:28) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=16"">WWF Intercontinental Title</a>: ","<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> (c) defeats <a href=""?id=2&amp;nr=594&amp;name=William+Regal"">William Regal</a> (7:40)","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWF World Heavyweight Title</a> No Disqualification: ","<a href=""?id=2&amp;nr=635&amp;name=Steve+Austin"">Steve Austin</a> defeats <a href=""?id=2&amp;nr=960&amp;name=The+Rock"">The Rock</a> (c) (28:08) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=60"">WWF World Tag Team Title</a> Tables, Ladders &amp; Chairs Three Way: ","<a href=""?id=2&amp;nr=820&amp;name=Christian"">Christian</a> &amp; <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeat <a href=""?id=28&amp;nr=28&amp;name=The+Dudley+Boyz"">The Dudley Boyz</a> (<a href=""?id=2&amp;nr=189&amp;name=Bubba+Ray+Dudley"">Bubba Ray Dudley</a> &amp; <a href=""?id=2&amp;nr=207&amp;name=D-Von+Dudley"">D-Von Dudley</a>) (c) and <a href=""?id=28&amp;nr=38&amp;name=The+Hardy+Boyz"">The Hardy Boyz</a> (<a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> &amp; <a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a>) (15:50) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-04-01,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=18"">WWF World Women's Title</a>: ","<a href=""?id=2&amp;nr=641&amp;name=Chyna"">Chyna</a> defeats <a href=""?id=2&amp;nr=116&amp;name=Ivory"">Ivory</a> (c) (2:38) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2196"">WWF WrestleMania X-7 - ""Houston... We Have A Problem""</a> - Pay Per View @ Reliant Astrodome in Houston, Texas, USA"
2001-02-25,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=463&amp;name=Stephanie+McMahon-Helmsley"">Stephanie McMahon-Helmsley</a> defeats <a href=""?id=2&amp;nr=356&amp;name=Trish+Stratus"">Trish Stratus</a> (8:32)","<a href=""?id=1&amp;nr=2190"">WWF No Way Out 2001</a> - Pay Per View @ Thomas &amp; Mack Center in Las Vegas, Nevada, USA"
2001-02-25,World Wrestling Entertainment,Kat May Get Naked Or Must Become Property Of RTC: ,"<a href=""?id=2&amp;nr=234&amp;name=Steven+Richards"">Steven Richards</a> defeats <a href=""?id=2&amp;nr=937&amp;name=Jerry+Lawler"">Jerry Lawler</a> (5:31)","<a href=""?id=1&amp;nr=2190"">WWF No Way Out 2001</a> - Pay Per View @ Thomas &amp; Mack Center in Las Vegas, Nevada, USA"
2001-02-25,World Wrestling Entertainment,Three Stages Of Hell: ,"<a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> defeats <a href=""?id=2&amp;nr=635&amp;name=Steve+Austin"">Steve Austin</a> (36:31)","<a href=""?id=1&amp;nr=2190"">WWF No Way Out 2001</a> - Pay Per View @ Thomas &amp; Mack Center in Las Vegas, Nevada, USA"
2001-02-25,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=14"">WWF Hardcore Title</a>: ","<a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> defeats <a href=""?id=2&amp;nr=570&amp;name=Raven"">Raven</a> (c) (4:20) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2190"">WWF No Way Out 2001</a> - Pay Per View @ Thomas &amp; Mack Center in Las Vegas, Nevada, USA"
2001-02-25,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=16"">WWF Intercontinental Title</a> Fatal Four Way: ","<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> (c) defeats <a href=""?id=2&amp;nr=574&amp;name=Chris+Benoit"">Chris Benoit</a> and <a href=""?id=2&amp;nr=497&amp;name=Eddie+Guerrero"">Eddie Guerrero</a> and <a href=""?id=2&amp;nr=1063&amp;name=X-Pac"">X-Pac</a> (12:18)","<a href=""?id=1&amp;nr=2190"">WWF No Way Out 2001</a> - Pay Per View @ Thomas &amp; Mack Center in Las Vegas, Nevada, USA"
2001-02-25,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWF World Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=960&amp;name=The+Rock"">The Rock</a> defeats <a href=""?id=2&amp;nr=540&amp;name=Kurt+Angle"">Kurt Angle</a> (c) (16:53) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2190"">WWF No Way Out 2001</a> - Pay Per View @ Thomas &amp; Mack Center in Las Vegas, Nevada, USA"
2001-02-25,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=60"">WWF World Tag Team Title</a> Triple Threat Tables: ","<a href=""?id=28&amp;nr=28&amp;name=The+Dudley+Boyz"">The Dudley Boyz</a> (<a href=""?id=2&amp;nr=189&amp;name=Bubba+Ray+Dudley"">Bubba Ray Dudley</a> &amp; <a href=""?id=2&amp;nr=207&amp;name=D-Von+Dudley"">D-Von Dudley</a>) (c) defeat <a href=""?id=2&amp;nr=820&amp;name=Christian"">Christian</a> &amp; <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> and <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> &amp; <a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> (12:04)","<a href=""?id=1&amp;nr=2190"">WWF No Way Out 2001</a> - Pay Per View @ Thomas &amp; Mack Center in Las Vegas, Nevada, USA"
2001-01-21,World Wrestling Entertainment,Royal Rumble: ,"<a href=""?id=2&amp;nr=635&amp;name=Steve+Austin"">Steve Austin</a> defeats <a href=""?id=2&amp;nr=580&amp;name=Albert"">Albert</a> and <a href=""?id=2&amp;nr=179&amp;name=Al+Snow"">Al Snow</a> and <a href=""?id=2&amp;nr=1081&amp;name=Billy+Gunn"">Billy Gunn</a> and <a href=""?id=2&amp;nr=193&amp;name=Bradshaw"">Bradshaw</a> and <a href=""?id=2&amp;nr=137&amp;name=Bull+Buchanan"">Bull Buchanan</a> and <a href=""?id=2&amp;nr=157&amp;name=Crash"">Crash</a> and <a href=""?id=2&amp;nr=10407&amp;name=Drew+Carey"">Drew Carey</a> and <a href=""?id=2&amp;nr=715&amp;name=Faarooq"">Faarooq</a> and <a href=""?id=2&amp;nr=1037&amp;name=Grandmaster+Sexay"">Grandmaster Sexay</a> and <a href=""?id=2&amp;nr=694&amp;name=Haku"">Haku</a> and <a href=""?id=2&amp;nr=55&amp;name=Hardcore+Holly"">Hardcore Holly</a> and <a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a> and <a href=""?id=2&amp;nr=200&amp;name=K-Kwik"">K-Kwik</a> and <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> and <a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a> and <a href=""?id=2&amp;nr=430&amp;name=Perry+Saturn"">Perry Saturn</a> and <a href=""?id=2&amp;nr=570&amp;name=Raven"">Raven</a> and <a href=""?id=2&amp;nr=303&amp;name=Rikishi"">Rikishi</a> and <a href=""?id=2&amp;nr=527&amp;name=Scotty+2+Hotty"">Scotty 2 Hotty</a> and <a href=""?id=2&amp;nr=537&amp;name=Steve+Blackman"">Steve Blackman</a> and <a href=""?id=2&amp;nr=446&amp;name=Tazz"">Tazz</a> and <a href=""?id=2&amp;nr=1047&amp;name=Test"">Test</a> and <a href=""?id=2&amp;nr=712&amp;name=The+Big+Show"">The Big Show</a> and <a href=""?id=2&amp;nr=901&amp;name=The+Goodfather"">The Goodfather</a> and <a href=""?id=2&amp;nr=156&amp;name=The+Honky+Tonk+Man"">The Honky Tonk Man</a> and <a href=""?id=2&amp;nr=960&amp;name=The+Rock"">The Rock</a> and <a href=""?id=2&amp;nr=761&amp;name=The+Undertaker"">The Undertaker</a> and <a href=""?id=2&amp;nr=588&amp;name=Val+Venis"">Val Venis</a> and <a href=""?id=2&amp;nr=594&amp;name=William+Regal"">William Regal</a> (61:52)","<a href=""?id=1&amp;nr=2184"">WWF Royal Rumble 2001</a> - Pay Per View @ New Orleans Arena in New Orleans, Louisiana, USA"
2001-01-21,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=16"">WWF Intercontinental Title</a> Ladder: ","<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> defeats <a href=""?id=2&amp;nr=574&amp;name=Chris+Benoit"">Chris Benoit</a> (c) (18:43) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2184"">WWF Royal Rumble 2001</a> - Pay Per View @ New Orleans Arena in New Orleans, Louisiana, USA"
2001-01-21,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWF World Heavyweight Title</a>: ","<a href=""?id=2&amp;nr=540&amp;name=Kurt+Angle"">Kurt Angle</a> (c) defeats <a href=""?id=2&amp;nr=496&amp;name=Triple+H"">Triple H</a> (24:18)","<a href=""?id=1&amp;nr=2184"">WWF Royal Rumble 2001</a> - Pay Per View @ New Orleans Arena in New Orleans, Louisiana, USA"
2001-01-21,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=60"">WWF World Tag Team Title</a>: ","<a href=""?id=28&amp;nr=28&amp;name=The+Dudley+Boyz"">The Dudley Boyz</a> (<a href=""?id=2&amp;nr=189&amp;name=Buh+Buh+Ray+Dudley"">Buh Buh Ray Dudley</a> &amp; <a href=""?id=2&amp;nr=207&amp;name=D-Von+Dudley"">D-Von Dudley</a>) defeat <a href=""?id=2&amp;nr=820&amp;name=Christian"">Christian</a> &amp; <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> (c) (9:58) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2184"">WWF Royal Rumble 2001</a> - Pay Per View @ New Orleans Arena in New Orleans, Louisiana, USA"
2001-01-21,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=18"">WWF World Women's Title</a>: ","<a href=""?id=2&amp;nr=116&amp;name=Ivory"">Ivory</a> (c) defeats <a href=""?id=2&amp;nr=641&amp;name=Chyna"">Chyna</a> (3:27)","<a href=""?id=1&amp;nr=2184"">WWF Royal Rumble 2001</a> - Pay Per View @ New Orleans Arena in New Orleans, Louisiana, USA"
2000-12-10,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=588&amp;name=Val+Venis"">Val Venis</a> defeats <a href=""?id=2&amp;nr=641&amp;name=Chyna"">Chyna</a> (5:05)","<a href=""?id=1&amp;nr=2177"">WWF Armageddon 2000</a> - Pay Per View @ Jefferson Civic Center in Birmingham, Alabama, USA"
2000-12-10,World Wrestling Entertainment,Elimination: ,"<a href=""?id=29&amp;nr=239&amp;name=The+Radicalz"">The Radicalz</a> (<a href=""?id=2&amp;nr=531&amp;name=Dean+Malenko"">Dean Malenko</a>, <a href=""?id=2&amp;nr=497&amp;name=Eddie+Guerrero"">Eddie Guerrero</a> &amp; <a href=""?id=2&amp;nr=430&amp;name=Perry+Saturn"">Perry Saturn</a>) defeat <a href=""?id=29&amp;nr=290&amp;name=Team+Extreme"">Team Extreme</a> (<a href=""?id=2&amp;nr=891&amp;name=Jeff+Hardy"">Jeff Hardy</a>, <a href=""?id=2&amp;nr=1071&amp;name=Lita"">Lita</a> &amp; <a href=""?id=2&amp;nr=99&amp;name=Matt+Hardy"">Matt Hardy</a>) (9:17)","<a href=""?id=1&amp;nr=2177"">WWF Armageddon 2000</a> - Pay Per View @ Jefferson Civic Center in Birmingham, Alabama, USA"
2000-12-10,World Wrestling Entertainment,Last Man Standing: ,"<a href=""?id=2&amp;nr=758&amp;name=Chris+Jericho"">Chris Jericho</a> defeats <a href=""?id=2&amp;nr=379&amp;name=Kane"">Kane</a> (17:15)","<a href=""?id=1&amp;nr=2177"">WWF Armageddon 2000</a> - Pay Per View @ Jefferson Civic Center in Birmingham, Alabama, USA"
2000-12-10,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=13"">WWF European Title</a>: ","<a href=""?id=2&amp;nr=594&amp;name=William+Regal"">William Regal</a> (c) defeats <a href=""?id=2&amp;nr=55&amp;name=Hardcore+Holly"">Hardcore Holly</a> (5:00)","<a href=""?id=1&amp;nr=2177"">WWF Armageddon 2000</a> - Pay Per View @ Jefferson Civic Center in Birmingham, Alabama, USA"
2000-12-10,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=16"">WWF Intercontinental Title</a>: ","<a href=""?id=2&amp;nr=574&amp;name=Chris+Benoit"">Chris Benoit</a> defeats <a href=""?id=2&amp;nr=1081&amp;name=Billy+Gunn"">Billy Gunn</a> (c) (10:03) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=2177"">WWF Armageddon 2000</a> - Pay Per View @ Jefferson Civic Center in Birmingham, Alabama, USA"
