id,name,rating,name_of_the_event,date,promotion,type,location,arena,broadcast_type,broadcast_date,tv_station/network,commentary_by,attendance,tv_rating
324503,WWE NXT UK #170,7.18,WWE NXT UK #170,07.10.2021,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,11.11.2021,BT Sport,Andy Shepherd & Nigel McGuinness,ca. 50,
324504,WWE NXT UK #171,6.15,WWE NXT UK #171,07.10.2021,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,18.11.2021,BT Sport,Andy Shepherd & Nigel McGuinness,ca. 50,
324499,WWE NXT UK #166,7.72,WWE NXT UK #166,06.10.2021,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,14.10.2021,BT Sport,Andy Shepherd & Nigel McGuinness,ca. 50,
324500,WWE NXT UK #167,5.5,WWE NXT UK #167,06.10.2021,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,21.10.2021,BT Sport,"Andy Shepherd, Lewis Howley, Nigel McGuinness & Sam Stoker",ca. 50,
324501,WWE NXT UK #168,6.21,WWE NXT UK #168,06.10.2021,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,28.10.2021,BT Sport,Andy Shepherd & Nigel McGuinness,ca. 50,
324505,WWE NXT 2.0 #475,3.97,WWE NXT 2.0 #475,05.10.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE Performance Center,Live,05.10.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",ca. 200,
324304,WWE NXT UK #164,7.95,WWE NXT UK #164,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,30.09.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
320616,WWE NXT 2.0 #474,4.35,WWE NXT 2.0 #474,28.09.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE Performance Center,Live,28.09.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",ca. 200,
320609,WWE NXT UK #163,6.71,WWE NXT UK #163,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,23.09.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
320615,WWE NXT 2.0 #473,5.61,WWE NXT 2.0 #473,21.09.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE Performance Center,Live,21.09.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",230,
320608,WWE NXT UK #162,7.79,WWE NXT UK #162,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,16.09.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
320614,WWE NXT 2.0 #472,5.56,WWE NXT 2.0 #472,14.09.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE Performance Center,Live,14.09.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",280,
320607,WWE NXT UK #161,5.47,WWE NXT UK #161,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,09.09.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
320606,WWE NXT UK #160,5.53,WWE NXT UK #160,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,02.09.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
320605,WWE NXT UK #159,8.96,WWE NXT UK #159,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,26.08.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
320612,WWE NXT #470,6.34,WWE NXT #470,24.08.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,31.08.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
320613,WWE NXT #471,7.32,WWE NXT #471,24.08.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,07.09.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
320611,WWE NXT #469,6.12,WWE NXT #469,23.08.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,24.08.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",ca. 180,
318704,WWE NXT UK #158,7.17,WWE NXT UK #158,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,19.08.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
318703,WWE NXT #468,6.85,WWE NXT #468,17.08.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,17.08.2021,USA Network,"Beth Phoenix, LA Knight, Ted DiBiase, Vic Joseph & Wade Barrett",ca. 180,
312395,WWE NXT UK #157,5.82,WWE NXT UK #157,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,12.08.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
318702,WWE NXT #467,7.11,WWE NXT #467,10.08.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,10.08.2021,USA Network,Vic Joseph & Wade Barrett,,
317702,WWE NXT UK #156,7.07,WWE NXT UK #156,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,05.08.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
309220,WWE NXT UK #155,6.55,WWE NXT UK #155,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,29.07.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
312380,WWE NXT UK #154,6.25,WWE NXT UK #154,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,22.07.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
317279,WWE NXT #465,6.81,WWE NXT #465,21.07.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,27.07.2021,Syfy,"Beth Phoenix, Duke Hudson, Vic Joseph & Wade Barrett",,
317955,WWE NXT #466,6.33,WWE NXT #466,21.07.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,03.08.2021,Syfy,"Beth Phoenix, Vic Joseph & Wade Barrett",,
312390,WWE NXT #464,5.54,WWE NXT #464,20.07.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,20.07.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",ca. 180,
312379,WWE NXT UK #153,7.43,WWE NXT UK #153,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,15.07.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
312389,WWE NXT #463,6.83,WWE NXT #463,13.07.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,13.07.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
312378,WWE NXT UK #152,6.0,WWE NXT UK #152,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,08.07.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
312388,WWE NXT #462 - The Great American Bash 2021,8.02,WWE NXT #462 - The Great American Bash 2021,06.07.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,06.07.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
312377,WWE NXT UK #151,6.87,WWE NXT UK #151,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,01.07.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
312387,WWE NXT #461,6.87,WWE NXT #461,29.06.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,29.06.2021,USA Network,Vic Joseph & Wade Barrett,,
312376,WWE NXT UK #150,7.13,WWE NXT UK #150,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,24.06.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
312386,WWE NXT #460,7.56,WWE NXT #460,22.06.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,22.06.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
309221,WWE NXT UK #149,5.4,WWE NXT UK #149,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,17.06.2021,BT Sport,"Andy Shepherd, Lewis Howley, Nigel McGuinness & Sam Stoker",0,
309214,WWE NXT #459,8.1,WWE NXT #459,15.06.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,15.06.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
314501,WWE NXT UK #148,5.78,WWE NXT UK #148,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studio,Taped,10.06.2021,BT Sport,"Andy Shepherd, Lewis Howley, Nigel McGuinness & Sam Stoker",0,
309213,WWE NXT #458,6.68,WWE NXT #458,08.06.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,08.06.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
309219,WWE NXT UK #147,7.0,WWE NXT UK #147,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,03.06.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
309212,WWE NXT #457,7.11,WWE NXT #457,01.06.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,01.06.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
309218,WWE NXT UK #146,5.67,WWE NXT UK #146,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,27.05.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
309211,WWE NXT #456,7.33,WWE NXT #456,25.05.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,25.05.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
309217,WWE NXT UK #145,7.13,WWE NXT UK #145,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,20.05.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
309210,WWE NXT #455,6.5,WWE NXT #455,18.05.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,18.05.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
309216,WWE NXT UK #144,7.93,WWE NXT UK #144,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,13.05.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
309209,WWE NXT #454,7.39,WWE NXT #454,11.05.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,11.05.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
309215,WWE NXT UK #143,4.6,WWE NXT UK #143,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,06.05.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
309208,WWE NXT #453,7.81,WWE NXT #453,04.05.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,04.05.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
306490,WWE NXT UK #142,6.73,WWE NXT UK #142,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,29.04.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
307392,WWE NXT #452,6.1,WWE NXT #452,27.04.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,27.04.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
306489,WWE NXT UK #141,6.5,WWE NXT UK #141,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,22.04.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
307391,WWE NXT #451,6.68,WWE NXT #451,20.04.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,20.04.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",ca. 100,
306488,WWE NXT UK #140,5.3,WWE NXT UK #140,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,15.04.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
307390,WWE NXT #450,7.62,WWE NXT #450,13.04.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,13.04.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
306167,WWE NXT UK #139 - Prelude,7.67,WWE NXT UK #139 - Prelude,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,08.04.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
306487,WWE NXT UK #138,6.0,WWE NXT UK #138,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,01.04.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
306491,WWE NXT #449,6.27,WWE NXT #449,31.03.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,31.03.2021,USA Network,"Beth Phoenix, Johnny Gargano, Vic Joseph & Wade Barrett",,
306171,WWE NXT UK #137,5.87,WWE NXT UK #137,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,25.03.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
306126,WWE NXT #448,6.64,WWE NXT #448,24.03.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,24.03.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
302297,WWE NXT UK #136,6.69,WWE NXT UK #136,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,18.03.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
302301,WWE NXT #447,6.45,WWE NXT #447,17.03.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,17.03.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
302296,WWE NXT UK #135,6.22,WWE NXT UK #135,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,11.03.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
302300,WWE NXT #446,7.86,WWE NXT #446,10.03.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,10.03.2021,WWE Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
302295,WWE NXT UK #134,6.29,WWE NXT UK #134,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,04.03.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
302263,WWE NXT #445,6.97,WWE NXT #445,03.03.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,03.03.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
302294,WWE NXT UK #133,6.63,WWE NXT UK #133,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,25.02.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
302262,WWE NXT #444,6.7,WWE NXT #444,24.02.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,24.02.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
302293,WWE NXT UK #132,6.68,WWE NXT UK #132,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,18.02.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
302261,WWE NXT #443,6.83,WWE NXT #443,17.02.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,17.02.2021,USA Network,"Beth Phoenix, Johnny Gargano, Vic Joseph & Wade Barrett",,
302292,WWE NXT UK #131,6.15,WWE NXT UK #131,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,11.02.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
302260,WWE NXT #442,7.28,WWE NXT #442,10.02.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,10.02.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
299194,WWE NXT UK #130,4.79,WWE NXT UK #130,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,04.02.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
299185,WWE NXT #441,7.19,WWE NXT #441,03.02.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,03.02.2021,USA Network,"Beth Phoenix, Wade Barrett & Vic Joseph",,
299193,WWE NXT UK #129,6.44,WWE NXT UK #129,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,28.01.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
299184,WWE NXT #440,5.9,WWE NXT #440,27.01.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,27.01.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
299192,WWE NXT UK #128,5.1,WWE NXT UK #128,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,21.01.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
299183,WWE NXT #439,7.47,WWE NXT #439,20.01.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,20.01.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
299191,WWE NXT UK #127,7.16,WWE NXT UK #127,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,14.01.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
299182,WWE NXT #438,6.79,WWE NXT #438,13.01.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,13.01.2021,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
298929,WWE NXT UK #126,5.95,WWE NXT UK #126,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,07.01.2021,BT Sport,Andy Shepherd & Nigel McGuinness,0,
298469,WWE NXT #437 - New Year's Evil,8.47,WWE NXT #437 - New Year's Evil,06.01.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,06.01.2021,USA Network,"Beth Phoenix, Vic Joseph & Nigel McGuinness",,
297128,WWE NXT #436,6.82,WWE NXT #436,30.12.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,30.12.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
297127,WWE NXT #435 - A Very Gargano Christmas,6.37,WWE NXT #435 - A Very Gargano Christmas,23.12.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,23.12.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
297198,WWE NXT UK #123,5.27,WWE NXT UK #123,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,17.12.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
297126,WWE NXT #434,8.09,WWE NXT #434,16.12.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,16.12.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
297197,WWE NXT UK #122,6.38,WWE NXT UK #122,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,10.12.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
297125,WWE NXT #433,7.12,WWE NXT #433,09.12.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,09.12.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
297196,WWE NXT UK #121,6.46,WWE NXT UK #121,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,03.12.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
297124,WWE NXT #432,6.52,WWE NXT #432,02.12.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,02.12.2020,USA Network,"Beth Phoenix, Johnny Gargano, Vic Joseph & Wade Barrett",,
297195,WWE NXT UK #120,6.62,WWE NXT UK #120,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,26.11.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
297123,WWE NXT #431,8.31,WWE NXT #431,25.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,25.11.2020,USA Network,"Beth Phoenix, Kevin Owens & Vic Joseph",,
294669,WWE NXT UK #119,5.4,WWE NXT UK #119,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,19.11.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
294666,WWE NXT #430,7.24,WWE NXT #430,18.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,18.11.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
294668,WWE NXT UK #118,5.69,WWE NXT UK #118,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,12.11.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
294665,WWE NXT #429,6.41,WWE NXT #429,11.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,11.11.2020,USA Network,"Beth Phoenix, Pat McAfee, Vic Joseph & Wade Barrett",,
294667,WWE NXT UK #117,6.0,WWE NXT UK #117,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,05.11.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
294664,WWE NXT #428,6.93,WWE NXT #428,04.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Live,04.11.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
293143,WWE NXT UK #116,8.67,WWE NXT UK #116,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,29.10.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
292706,WWE NXT #427 - Halloween Havoc,9.05,WWE NXT #427 - Halloween Havoc,28.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,28.10.2020,WWE Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
293142,WWE NXT UK #115,5.93,WWE NXT UK #115,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,22.10.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
293602,WWE NXT #426,6.62,WWE NXT #426,21.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,21.10.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
293132,WWE NXT UK #114,7.46,WWE NXT UK #114,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,15.10.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
293586,WWE NXT #425,6.39,WWE NXT #425,14.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,14.10.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
293131,WWE NXT UK #113,5.55,WWE NXT UK #113,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,08.10.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
293092,WWE NXT #424,5.88,WWE NXT #424,07.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Capitol Wrestling Center (WWE Performance Center),Taped,07.10.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
292367,WWE NXT UK #112,6.54,WWE NXT UK #112,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,01.10.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
288915,WWE NXT UK #111,6.71,WWE NXT UK #111,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,24.09.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
290069,WWE NXT #422,6.92,WWE NXT #422,23.09.2020,World Wrestling Entertainment,TV-Show,"Winter Park, Florida, USA",Full Sail University,Taped,23.09.2020,USA Network,Tom Phillips & Beth Phoenix,,
291355,WWE NXT #423,6.4,WWE NXT #423,23.09.2020,World Wrestling Entertainment,TV-Show,"Winter Park, Florida, USA",Full Sail University,Taped,30.09.2020,USA Network,Beth Phoenix & Tom Phillips,,
286838,WWE NXT UK #110,6.85,WWE NXT UK #110,The exact taping date is unknown.,World Wrestling Entertainment,TV-Show,"London, England, UK",BT Sport Studios,Taped,17.09.2020,BT Sport,Andy Shepherd & Nigel McGuinness,0,
287534,WWE NXT #420 - Super Tuesday II,7.89,WWE NXT #420 - Super Tuesday II,08.09.2020,World Wrestling Entertainment,TV-Show,"Winter Park, Florida, USA",Full Sail University,Live,08.09.2020,USA Network,"Beth Phoenix, Vic Joseph & Wade Barrett",,
